chunk_001fa202-0fa4-11f0-9924-7c1e528aea64\146	at least on the boring process right at least on that so That's really cool Yeah, that's right and and some order or attacks. For example You say Sergio the the more transparency to manage the disease data The hospitals the health care, I mean government is like a big company. So all the previous	at least on the boring process, right at least on that. So that's really cool. Yeah, that's right and some order or tasks. For example, you say Sergio, the the more transparency to manage the disease data, the hospitals the health care, I mean government is like a big company. So all the previous
chunk_002da208-0fa4-11f0-95a4-6045bdbda282\81	that you don't know This understanding of machine learning will help out watch the video invest this little time Believe me by the end of it. You will feel you're much knowledgeable You will be able to create train run maybe deploy your own models So the first thing what is machine learning? So what this block tells us in the nutshell machine learning is a subfield of artificial intelligence Which most of	This understanding of machine learning will help you watch the video, invest this little time. Believe me, by the end of it. You will feel you are much more knowledgeable. You will be able to create, train, run, maybe deploy your own models. So, the first thing: what is machine learning? So, what this block tells us in the nutshell machine learning is a subfield of artificial intelligence which most of
chunk_001fa202-0fa4-11f0-9924-7c1e528aea64\132	80% is exactly what he will keep right 0.8 which means this guy has made 668,000 000 from SEO under a very very pessimistic scenario right so this is just pessimistic because it might just have been that some people are using his other plans right the Premium plan the standard plan now what this	80% is exactly what he will keep right? 0.8 which means this guy has made 668,000,000 from SEO under a very pessimistic scenario. So this is just pessimistic because it might just have been that some people are using his other plans, the Premium plan, the Standard plan. Now what this
chunk_001fa202-0fa4-11f0-9924-7c1e528aea64\56	then scroll down here create label points this is very important, this is exactly what we need so make sure you check this create label points then here geometry type change it to polygon and after that click on okay it will run and create grids that are 3,000 by 3,000 metre around our study area	Then scroll down here create label points. This is very important, this is exactly what we need, so make sure you check this. Create label points, then here geometry type change it to polygon, and after that click on okay. It will run and create grids that are 3,000 by 3,000 meter around our study area
chunk_00127e7a-0fa3-11f0-b5d7-7c1e528b4069\178	everything all the trading the various trading Bots here it is a step-by-step guide if there is something I haven't mentioned or something that isn't clear it explains practically everything it's a step-by-step tutorial on how to use the various trading Bots and also the traditional Futures Trading section to trade with Futures which you can easily do with pinex so obviously	Here is a step-by-step guide if there is something I haven't mentioned or something that isn't clear, it explains practically everything. It's a step-by-step tutorial on how to use the various trading Bots and also the traditional Futures Trading section to trade with Futures, which you can easily do with Pinex, so obviously
chunk_001fa202-0fa4-11f0-9924-7c1e528aea64\6	the hardware offer is supported by a range of software Solutions including development tools to easily program all our boards like the U ID or the Arduino CLI which are really really popular already then the cloud integration uh with our own Arduino cloud or other third party clouds for instance AWS Azure and so on and so forth and of course tons of ready to use tutorials	the hardware offer is supported by a range of software solutions including development tools to easily program all our boards like the UID or the Arduino CLI which are really popular already. Then the cloud integration with our own Arduino cloud or other third party clouds for instance AWS, Azure and so on and so forth and of course tons of ready to use tutorials
chunk_002da208-0fa4-11f0-95a4-6045bdbda282\121	reply button click on the icon and of course you will need to log into engagi we'll do that very shortly just like this enter your password click login all right enter the correct password of obviously and here we have this is engaging and you're ready to go and start engaging	Reply button, click on the icon, and of course you will need to log into Engagi. We'll do that very shortly. Just like this, enter your password, click login. All right, enter the correct password, obviously, and here we have this is Engaging, and you're ready to go and start engaging
chunk_00139020-0fa4-11f0-b8df-7c1e528ae6e0\178	of components are we talking about so the heart of all this is the 91 Series so you can think of this I know there's there's a lot on this slide but the easy way to think about this is this is an arm cortex m33 with an integrated cell modem and also a gnss so basically you have a microcontroller	of components are we talking about? So the heart of all this is the 91 Series. So you can think of this I know there's a lot on this slide, but the easy way to think about this is this is an ARM Cortex M33 with an integrated cell modem and also a GNSS, so basically you have a microcontroller
chunk_0008c1e2-0fa2-11f0-ba92-6045bdb25344\122	Okay so or even just listening to the radio, that dial that you turn to { so if you think about. I just I'll use my my radius { my favorite radio station for examples Class E 97. Its frequency is 97.3 fm, that's 97.3 megahertz, I believe. I got a double check on that but I believe that's what it is but that's the frequency that you're tuning to. So what you've done is now you've set your radio to { and you've tuned it to	Okay so or even just listening to the radio, that dial that you turn to—so if you think about it, I just I'll use my radio—my favorite radio station for example Class E 97. Its frequency is 97.3 FM, that's 97.3 megahertz, I believe. I have to double check on that but I believe that's what it is but that's the frequency that you're tuning to. So what you've done is now you've set your radio to that frequency and tuned it in
chunk_00127e7a-0fa3-11f0-b5d7-7c1e528b4069\180	brightly and I have the you I couldn't ask for a better team um that I work with and and you you know many of them um Juliana Sims is a recent uh new member to the team that uh uh is is currently working on adding uh goblins to to shepher to um you know make it distributed and do all sorts of neat things uh new things that Shephard couldn't do before uh I also work uh with Jessica Talon who was also involved	brightly, I have the best team I couldn't ask for. I work with many of them, including Juliana Sims, a recent new member of the team who is currently working on adding goblins to Shephard to make it distributed and do new things that Shephard couldn't do before. I also work with Jessica Talon, who was also involved
chunk_00139020-0fa4-11f0-b8df-7c1e528ae6e0\80	it might take like 30 seconds 20 seconds to have this compiled after all it's a bunch of tables with result data that you're going to see see it takes like I don't know 20 seconds maybe to compile but just wait wait and see	it might take like 30 seconds or 20 seconds to have this compiled. After all it's a bunch of tables with result data that you're going to see. It takes like I don't know 20 seconds maybe to compile, but just wait and see
chunk_0008c1e2-0fa2-11f0-ba92-6045bdb25344\34	metabolic process because for one the genomic parts list so to speak of denitrification has been well characterized by decades of work in bacterial genetics. We know a lot about the structural genes the sensors and regulators and the transporters that are involved to necessary for this process also we chose this process because denitrifying bacteria are tractable so they can be readily isolated from soils and grown aerobically	metabolic process because for one the genomic parts list of denitrification has been well characterized by decades of work in bacterial genetics. We know a lot about the structural genes the sensors and regulators and the transporters that are involved necessary for this process. Also we chose this process because denitrifying bacteria are tractable, so they can be readily isolated from soils and grown aerobically
chunk_00139020-0fa4-11f0-b8df-7c1e528ae6e0\152	this Is an ongoing piece of work I think our last publication was a technology digest In about the middle of 2023 we're into the phase three work right now This is another area where we are working with a university and I look Forward to the research results that we are gonna have published probably I would say about mid-year this year The second project that I wanted to highlight was our track stability research	this is an ongoing piece of work. I think our last publication was a technology digest in about the middle of 2023. We're into the phase three work right now. This is another area where we are working with a university, and I look forward to the research results that we are going to have published probably about mid-year this year. The second project that I wanted to highlight was our track stability research
chunk_0008c1e2-0fa2-11f0-ba92-6045bdb25344\21	"in 1895. See also arg max Bimodal distribution central tendency mean median descriptive statistics moment summary statistics unimodal function References External links Hazewinkel, Michiel, ed., ""Mode"", Encyclopedia of Mathematics, Springer, ISBN 978-1-55608-010-4 A Guide to Understanding & Calculating the"	in 1895. See also arg max, Bimodal distribution, central tendency, mean, median, descriptive statistics, moment, summary statistics, unimodal function. References: External links: Hazewinkel, Michiel, ed., Mode , Encyclopedia of Mathematics, Springer, ISBN 978-1-55608-010-4. A Guide to Understanding & Calculating the
chunk_001fa202-0fa4-11f0-9924-7c1e528aea64\169	OK, so notebook is installed and it means we pretty much have everything we need in order to go ahead. OK, so the first part of it is, all right, let's actually get this, let's actually get this set up. So in order to run a notebook, we just type in the command Jupyter	OK, so notebook is installed and it means we pretty much have everything we need in order to go ahead. OK, so the first part of it is, all right, let's actually get this, let's actually get this set up. So in order to run a notebook, we just type in the command Jupyter
chunk_00268202-0fa4-11f0-a371-6045bdbda282\129	unfortunately high locations will improve the line of site ah coverage and receive signal strength at your devices. But unfortunately coverage is not equal to receive signal strength. So data rate in ah case of lower and several other technologies is a complex function. Ah the particularly for Lora it's a complex function of spreading factor because Laura uses spread spectrum ah modulation. so it you know spreads the signal	unfortunately high locations will improve the line of sight coverage and receive signal strength at your devices. But unfortunately, coverage is not equal to receive signal strength. So data rate in case of LoRa and several other technologies is a complex function. Particularly for LoRa, it's a complex function of spreading factor because LoRa uses spread spectrum modulation. So it, you know, spreads the signal
chunk_001fa202-0fa4-11f0-9924-7c1e528aea64\122	As you see it's work without any problem Alright guys if you enjoy watching this video Don't forget to like it share it with your friends and subscribe to my channel to get more videos if you have any problem any question put comment below this video and I will reply you as soon as I see your comment. Thanks for watching	As you see it works without any problem. Alright guys if you enjoy watching this video. Don't forget to like it, share it with your friends, and subscribe to my channel to get more videos. If you have any problem or any question, put a comment below this video and I will reply to you as soon as I see your comment. Thanks for watching
chunk_00127e7a-0fa3-11f0-b5d7-7c1e528b4069\177	surfaces on the back left we see the ISC Main's Inlet that accepts any ac voltage between 110 and 240 volts 50 or 60 hertz above it the fuse holder and the power switch the L is only needed for if you intend not to use the A10 for a longer period normally you use	surfaces on the back left we see the ISC Main's Inlet that accepts any AC voltage between 110 and 240 volts 50 or 60 hertz. Above it the fuse holder and the power switch. The L is only needed for if you intend not to use the A10 for a longer period. Normally you use
chunk_0008c1e2-0fa2-11f0-ba92-6045bdb25344\42	So, if someone is searching for keyword –Plan for holiday and if the user writes it in square brackets, then if we have included keywords like “holiday plan”, “plan for a holiday” then it will be a match. But keywords like “Plan trip to Manali”, “Holiday tour to Goa” will not be match. This is called exact match. Similarly, If the user writes it in double quotes, then if we have included keywords like “plan for short	So, if someone is searching for keyword Plan for holiday and if the user writes it in square brackets, then if we have included keywords like “holiday plan”, “plan for a holiday”, then it will be a match. But keywords like “Plan trip to Manali”, “Holiday tour to Goa” will not be a match. This is called exact match. Similarly, if the user writes it in double quotes, then if we have included keywords like “plan for short
chunk_00139020-0fa4-11f0-b8df-7c1e528ae6e0\36	usual in a minute so here is the Google home in my mobile have you go to settings and then at the bottom works with Google then you are going to see a list of what can be connected to your Google home and then you	Just a minute, so here is the Google Home on my mobile. Have you gone to settings, and then at the bottom, 'Works with Google'? Then you are going to see a list of what can be connected to your Google Home, and then you.
chunk_002da208-0fa4-11f0-95a4-6045bdbda282\119	the fact that it needs to be on the agenda for all organisations all CIOs and part and part of their strategy moving forward um you know both from you know a low code perspective and okay we can use co-pilot as as um doing poc's and expanding our AI capability um as opposed to you know maybe trying to build things um themselves on other other platforms so yeah pretty pretty	the fact that it needs to be on the agenda for all organisations, all CIOs, and part of their strategy moving forward, both from a low code perspective, and okay we can use co-pilot as doing poc's and expanding our AI capability, as opposed to maybe trying to build things themselves on other platforms, so yeah pretty
chunk_00127e7a-0fa3-11f0-b5d7-7c1e528b4069\184	analytic admin or user, revenue intelligence admin or user, or Service Analytics admin or user. We are going to select the gear icon in the top right corner to get to set up. In Salesforce setup, enter users in the Quick Find field, click Permission Sets. Scroll through the list of permission sets until you see the admin permission set associated with your license.	analytic admin or user, revenue intelligence admin or user, or Service Analytics admin or user. We are going to select the gear icon in the top right corner to get to setup. In Salesforce setup, enter users in the Quick Find field, click Permission Sets. Scroll through the list of permission sets until you see the admin permission set associated with your license.
chunk_00268202-0fa4-11f0-a371-6045bdbda282\104	Yeah. Even Google like in the play store like they have with Firebase, it can also run tests in the cloud and you can see. Yeah, very nice. And you can do like roll out small percentage like roll out your app to 1% of the user base and check the the logs. Yeah. Yeah. And do like like a bubble roller and that. Yeah, yeah, yeah. It makes sense. The I do like the trend that I mean I don't know how it is on Android because I have an iPhone	Yeah. Even Google like in the Play Store like they have with Firebase, it can also run tests in the cloud and you can see. Yeah, very nice. And you can do like roll out small percentage like roll out your app to 1% of the user base and check the logs. Yeah. And do like a bubble roller and that. Yeah, yeah. It makes sense. I do like the trend that I mean I don't know how it is on Android because I have an iPhone
chunk_00127e7a-0fa3-11f0-b5d7-7c1e528b4069\165	Now once the UI is created which is this event construct We take the diner sring which was set from Right here Oops We loop over it and we get our drop down menu and add an option for each one So we've dynamically populated our drop down menu	Now once the UI is created, which is this event construct, we take the diner string which was set from right here. Oops, we loop over it and we get our drop-down menu and add an option for each one, so we've dynamically populated our drop-down menu
chunk_0008c1e2-0fa2-11f0-ba92-6045bdb25344\22	Blaster this tool allows you to both seal and inflate tires it is a variation on the reamer theme complete with a CO2 bottle and five harnesses the tool is Compact and can fit into a backpack or pocket the set with two CO2 cylinders weighs only 7.27 Oz and costs	Blaster, this tool allows you to both seal and inflate tires. It is a variation on the reamer theme, complete with a CO2 bottle and five harnesses. The tool is compact and can fit into a backpack or pocket. The set with two CO2 cylinders weighs only 7.27 oz and costs
chunk_00127e7a-0fa3-11f0-b5d7-7c1e528b4069\44	How to go in as a beginner? You have to know all these aspects to get in I have mentioned multiple domains I will list out the domains Security and Risk Assessment Asset Security Security Engineering Communication and Network Security Identify and Access Management Security Assessment and Testing Security Operations	How to go in as a beginner? You have to know all these aspects to get in. I have mentioned multiple domains. I will list out the domains: Security and Risk Assessment, Asset Security, Security Engineering, Communication and Network Security, Identity and Access Management, Security Assessment and Testing, Security Operations
chunk_00139020-0fa4-11f0-b8df-7c1e528ae6e0\87	film set it's the world's first underground hotel creating this 49,000 square m upside down hotel with underwater floors meant turning engineering on its head when your building's flipped like this everything that you take for granted is just thrown into the air it took 12 years and $300 million to engineer a way around earthquakes	Film set it's the world's first underground hotel, creating this 49,000 square m² upside down hotel with underwater floors meant turning engineering on its head. When your building's flipped like this, everything that you take for granted is just thrown into the air. It took 12 years and $300 million to engineer a way around earthquakes
chunk_001fa202-0fa4-11f0-9924-7c1e528aea64\117	which did not require any graphics such as this collection in the 1992 Software Labs Shareware catalog they call it Mono Arcade Games and they describe it as seven arcade games that work with color or monochrome monitors with or without a graphics card and here's a similar Shareware compilation from 1989 they call it Graphic-Less Games	which did not require any graphics, such as this collection in the 1992 Software Labs Shareware catalog. They call it Mono Arcade Games, and they describe it as seven arcade games that work with color or monochrome monitors, with or without a graphics card. And here's a similar Shareware compilation from 1989; they call it Graphic-Less Games
chunk_002da208-0fa4-11f0-95a4-6045bdbda282\88	which had been back at university, which famously coined the phrase “Hell is other people”. We were actually in touch with Sartre’s estate, because we thought maybe we could do like an immersive version of ‘No Exit’, and they were like, “No, it’s not happening”, so we were like, “okay, respect”, and they did us a favor because that then took us off onto this whole different journey and we started exploring a pathway about death, about the afterlife in the modern digital age, grief, relationships whilst others were alive.	which had been back at university, which famously coined the phrase “Hell is other people”. We were actually in touch with Sartre’s estate, because we thought maybe we could do like an immersive version of ‘No Exit’, and they were like, “No, it’s not happening”, so we were like, “okay, respect”, and they did us a favor because that then took us off onto this whole different journey and we started exploring a pathway about death, about the afterlife in the modern digital age, grief, relationships whilst others were alive.
chunk_00139020-0fa4-11f0-b8df-7c1e528ae6e0\70	big. Like we have to make it more narrow so let's check the tailwind documentation for max-width. Okay. And then there's for example max-width md. Maybe that's working fine let's see. So the whole container has max width md. Yeah i think that's okay. Maybe we can even work with	big. Like we have to make it more narrow, so, let's check the Tailwind documentation for max-width. Okay. And then there's, for example, max-width md. Maybe that's working fine, let's see. So the whole container has max-width md. Yeah, I think that's okay. Maybe we can even work with
chunk_001fa202-0fa4-11f0-9924-7c1e528aea64\22	and that amplifier also has power tubes so it will drive and give the volume and power to the mods that you need there is a 30 watt version of that amplifier head as well but it only has one mod slot if you want something that's a little bit more rack mountable I recommend the Syn 2 which is a one space rack unit and it has two different mod slots so you can have the Engl Savage the	and that amplifier also has power tubes so it will drive and give the volume and power to the mods that you need. There is a 30-watt version of that amplifier head as well, but it only has one mod slot. If you want something that's a little bit more rack-mountable, I recommend the Syn 2 which is a one-space rack unit, and it has two different mod slots, so you can have the Engl Savage the
chunk_00139020-0fa4-11f0-b8df-7c1e528ae6e0\148	Sydney on the 22nd of May and we're focusing on AI at work you'll be able to see presentations including the power of responsible AI for your business and building AI into your business we'll also be showcasing Partners across a range of Industries including climate Tech sustainability Workforce transformation and improving lives and this is so exciting to have over 20 um	Sydney on the 22nd of May, and we're focusing on AI at work. You'll be able to see presentations including the power of responsible AI for your business and building AI into your business. We'll also be showcasing partners across a range of industries including climate tech sustainability workforce transformation and improving lives. And this is so exciting to have over 20
chunk_001fa202-0fa4-11f0-9924-7c1e528aea64\78	EQUAL TO FIVE When it is given that so here five roses in five roses this number patterns are to be printed so here obviously we have five roses so so for for i in range of how many roses do we need five roses so here we simply give it as rose so	EQUAL to five. When it is given that there are five roses, this number pattern is to be printed. So here, obviously, we have five roses. For i in range of how many roses do we need? Five roses. So here we simply give it as rose.
chunk_0008c1e2-0fa2-11f0-ba92-6045bdb25344\146	vm client with windows 10 and we'll access it from this vm that the pc is started we must start it we can try to access it putting the IP address	VM client with Windows 10, and we'll access it from this VM. When the PC is started, we must start it. We can try to access it by putting the IP address
chunk_00127e7a-0fa3-11f0-b5d7-7c1e528b4069\61	it has connected to 5 satellites now out of 13 available If you notice, this is the Latitude and this is the Longitude this is the elevation, the values here are changing constantly so it will be very difficult for you to write or note down these figures so what to do is that you come here, see start accuracy positioning	it has connected to 5 satellites now out of 13 available. If you notice, this is the Latitude and this is the Longitude. This is the elevation, the values here are changing constantly so it will be very difficult for you to write or note down these figures. So what to do is that you come here, see start accuracy positioning
chunk_00127e7a-0fa3-11f0-b5d7-7c1e528b4069\72	"what are we going to learn more about if we click that link. Number three ""our website includes a Pre-ETS web page where you can learn more"" and Pre-ETS web page is embedded with the URL there I like that one it kind of gives context and also shows us exactly where that link is taking us. And then number four ""learn more about Pre-ETS"" the entire thing is hyperlink so both number three and four"	what are we going to learn more about if we click that link? Number three our website includes a Pre-ETS web page where you can learn more and Pre-ETS web page is embedded with the URL there. I like that one; it kind of gives context and also shows us exactly where that link is taking us. Then number four learn more about Pre-ETS the entire thing is hyperlink so both number three and four
chunk_0008c1e2-0fa2-11f0-ba92-6045bdb25344\138	appropriate meta metadata, we aren't able to cover all of that today but we did want to kind of give you a preview here but if you want to build skills in document accessibility I recommend that you join our in-depth training on July 12th you can learn more and register by visiting bit.ly/documenttraining or by scanning	appropriate meta metadata, we aren't able to cover all of that today, but we did want to give you a preview here, but if you want to build skills in document accessibility I recommend that you join our in-depth training on July 12th. You can learn more and register by visiting bit.ly/documenttraining or by scanning
chunk_001fa202-0fa4-11f0-9924-7c1e528aea64\67	And it's just taking forever to load as it typically does with Microsoft here But, as this loads up, we have you know suspicious email patterns, Here email messages removed after delivery is another one Email message removed from campaign after delivery that you have in here as well too. So there's there's multiple that you can really configure on an individual basis…for these particular settings here.	And it's just taking forever to load as it typically does with Microsoft here, but as this loads up, we have suspicious email patterns. Here, email messages removed after delivery is another one. Email message removed from campaign after delivery that you have in here as well too. So there are multiple that you can really configure on an individual basis for these particular settings here.
chunk_0008c1e2-0fa2-11f0-ba92-6045bdb25344\72	What you know, without you know a lot of social interaction if we're staying home a lot i'm sure that all of you have experienced some of those. moments, where you feel really bored you feel like you know there's nothing to looking forward to, and those affect our mood when our mood is down our memory efficiency also go down.	What without a lot of social interaction, if we're staying home a lot, I'm sure that all of you have experienced some of those moments where you feel really bored, you feel like you know there's nothing to look forward to, and those affect our mood. When our mood is down, our memory efficiency also goes down.
chunk_0008c1e2-0fa2-11f0-ba92-6045bdb25344\4	this is protected and is only accessible to the root user so if I go through and take a look at the permissions of the file we can see that the root user has read and write permissions to this, the shadow group has read permissions through to it. So as a standard user I don't have writes but I can elevate my privileges and I can then go through and use sudo and cat etc and shadow just wrapping at the moment so don't worry too much about that and I can then go through	this is protected and is only accessible to the root user, so, if I go through and take a look at the permissions of the file, we can see that the root user has read and write permissions to this. The shadow group has read permissions through to it. As a standard user I don't have write permissions but I can elevate my privileges and I can then go through and use sudo and cat etc and shadow it's just wrapping at the moment, so don't worry too much about that and I can then go through
chunk_001fa202-0fa4-11f0-9924-7c1e528aea64\148	from this unique experience of doing this stuff that no students had done before and that's kind of exactly what happened then so there on the left you see Tori Sheldon and She's done very well she is now at the University of Toronto in a ph.d program in medical anthropology and then she	from this unique experience of doing this stuff that no students had done before and that's exactly what happened then. So there on the left you see Tori Sheldon. She's done very well She is now at the University of Toronto in a Ph.D. program in medical anthropology. And then she
chunk_00127e7a-0fa3-11f0-b5d7-7c1e528b4069\138	the bottom right hand corner of our website. So as of right now, like I mentioned we've got Andy here from ACI. He's got a great presentation for you guys on their alchemy series inks. So really excited to have you here Andy and I'm gonna let you take it away so welcome. Awesome thanks Nathan and thanks for having me here today to talk about our our alchemy inks.	the bottom right hand corner of our website. So as of right now, like I mentioned, we've got Andy here from ACI. He's got a great presentation for you guys on their Alchemy Series inks. So really excited to have you here, Andy, and I'm gonna let you take it away, so welcome. Awesome, thanks Nathan, and thanks for having me here today to talk about our alchemy inks.
chunk_002da208-0fa4-11f0-95a4-6045bdbda282\66	human resource costs, right? And finally this becomes hard to scale, because each new project team will have the initial time and effort in setting up the infrastructure before they can even release the application to the end users and very very important Point even though you have these teams managing their own infrastructure and platforms they may actually not have	human resource costs, right? And finally this becomes hard to scale, because each new project team will have the initial time and effort in setting up the infrastructure before they can even release the application to the end users. And a very, very important point: even though you have these teams managing their own infrastructure and platforms, they may actually not have
chunk_00127e7a-0fa3-11f0-b5d7-7c1e528b4069\37	these presentations is the surprises you have and the opportunities for Innovation that really come from just listening um so you know I'm going to take questions from the audience in a moment but one of the things that strikes me is you are three seasoned people that have been working in this area and have had success out here in the audience in our people that are coming in	these presentations are the surprises you have and the opportunities for innovation that really come from just listening. So you know I'm going to take questions from the audience in a moment, but one of the things that strikes me is you are three seasoned people that have been working in this area and have had success. Out here in the audience are people that are coming in
chunk_00139020-0fa4-11f0-b8df-7c1e528ae6e0\181	the sites shut down no question over here. I'm Yan Peterson I'm an architect so I can tell you that if you go to the state website they can they have a wonderful guide on how to deal with the wildfire	the sites shut down, no question, over here. I'm Yan Peterson, I'm an architect, so I can tell you that if you go to the state website they have a wonderful guide on how to deal with the wildfire
chunk_00268202-0fa4-11f0-a371-6045bdbda282\24	like lots of cities until recently downtown Singapore was home to the financial district but practically no one else Keen to reinvigorate the area and attack the lack of affordable housing the government launched a design competition to redevelop a tight and difficult plot architect	like lots of cities until recently downtown Singapore was home to the financial district but practically no one else. Keen to reinvigorate the area and address the lack of affordable housing the government launched a design competition to redevelop a tight and difficult plot architects
